berita_id,judul,paragraf_id,quote,speaker,organization,role,concept,stance,confidence,status
1,"MALANG, KOMPAS.TV - Gunung Semeru kembali mengalami erupsi pada Rabu pagi.",3,"Terjadi erupsi Gunung Semeru pada hari Rabu dengan tinggi kolom letusan teramati sekitar 400 meter di atas puncak,",Liswanto,,,Umum,netral,0.8,valid
